# Created at Thu Dec 04 22:30:13 GMT+08:00 2025 in Burnaby Canada 
1764858613316	22.0
1764858614323	22.0
1764858615340	22.0
1764858616342	22.0
1764858617346	22.0
1764858618374	22.0
1764858619420	22.0
1764858620428	22.0
1764858621650	22.0
1764858622703	22.0
1764858623706	22.0
1764858624708	22.0
1764858625723	22.0
1764858626725	22.0
1764858627765	22.0
1764858628781	22.0
1764858629848	22.0
1764858630936	22.0
1764858631989	22.0
1764858633075	22.0
1764858634077	22.0
1764858635155	22.0
1764858636166	22.0
1764858637173	22.0
1764858638183	22.0
1764858639189	22.0
1764858640196	22.0
1764858641347	22.0
1764858642354	22.0
1764858643443	22.0
1764858644465	22.0
1764858645466	22.0
1764858646472	22.0
1764858647481	22.0
1764858648506	22.0
1764858649508	22.0
1764858650542	22.0
1764858651590	22.0
1764858652628	22.0
1764858653655	22.0
1764858654664	22.0
1764858655671	22.0
1764858656679	22.0
1764858657868	22.0
1764858659042	22.0
1764858660149	22.0
1764858661197	22.0
1764858662215	22.0
1764858663229	22.0
1764858664235	22.0
1764858665291	22.0
1764858666349	22.0
1764858667485	22.0
1764858668647	22.0
1764858669682	22.0
1764858670925	22.0
1764858672037	22.0
1764858673046	22.0
1764858674086	22.0
1764858675214	22.0
1764858676219	21.0
1764858677258	21.0
1764858678272	21.0
1764858679344	21.0
1764858680545	21.0
1764858681722	21.0
1764858682939	21.0
1764858684118	21.0
1764858685186	21.0
1764858686310	21.0
1764858687323	21.0
1764858688341	21.0
1764858689566	21.0
1764858690686	21.0
1764858691796	21.0
1764858693115	21.0
1764858694371	21.0
1764858695521	21.0
1764858696596	21.0
1764858697833	21.0
1764858698963	21.0
1764858699973	21.0
1764858700990	21.0
1764858702256	21.0
1764858703381	21.0
1764858704486	21.0
1764858705679	21.0
1764858706751	21.0
1764858707857	21.0
1764858709032	21.0
1764858710247	21.0
1764858711412	21.0
1764858712446	21.0
1764858713590	21.0
1764858714615	21.0
1764858715626	21.0
1764858716666	21.0
1764858717872	21.0
1764858719066	21.0
1764858720229	21.0
1764858721245	21.0
1764858722271	21.0
1764858723279	21.0
1764858724293	21.0
1764858725359	21.0
1764858726503	21.0
1764858727663	21.0
1764858728669	21.0
1764858729689	21.0
1764858730698	21.0
1764858731712	21.0
1764858732719	21.0
1764858733738	21.0
1764858734861	21.0
1764858735988	21.0
1764858736999	21.0
1764858738113	21.0
1764858739178	21.0
1764858740187	21.0
1764858741279	21.0
1764858742434	21.0
1764858743611	21.0
1764858744788	21.0
1764858745921	21.0
1764858747096	21.0
1764858748211	21.0
1764858749376	21.0
1764858750460	21.0
